start	end	text
5641060	5643300	This is really about better understanding
5643300	5645980	what led you up to the place that you are now.
5645980	5648060	And it really helps you pinpoint the key work
5648060	5650860	that you need to do in terms of exploring your unconscious
5650860	5652940	and conscious mind using some tools
5652940	5654580	that we're going to get into subsequently.
5654580	5656020	So there's really no strict rules
5656020	5658020	about how to do this exactly,
5658020	5660260	except that I do encourage you to make those increments
5660260	5662300	across your lifespan manageable.
5662300	5664740	I wouldn't suggest doing it one for every year.
5664740	5667660	I wouldn't suggest a folder, one for every 10 years.
5667660	5669980	I think a three to five year increment
5669980	5671340	seemed like a more reasonable
5671340	5673060	and tractable way to go about this.
5673060	5674700	So that's one of the sorts of tools
5674700	5676660	that Dr. Conti referred to
5676660	5679460	as to how to build up one's self-concept,
5679460	5682140	which directly relates to things such as our confidence,
5682140	5684820	our ability to track our own behavior,
5684820	5686540	understand some of our motivations,
5686540	5688020	both conscious and unconscious.
5688020	5691460	But of course, that practice is mainly a conscious exercise.
5691460	5694460	It's really not tapping directly into the unconscious
5694460	5697060	in any kind of direct way as far as we know.
5697060	5699340	Now we can contrast that with the tools and protocols
5699340	5701820	that are designed to tap into the unconscious mind.
5701820	5703660	And of course, there are a number of different ways
5703660	5705260	to do this that were discussed
5705260	5707620	in that four episode series with Dr. Conti.
5707620	5709820	But one of the most powerful ways to do this
5709820	5713540	is by thinking about and indeed sometimes writing about
5713540	5716020	or even analyzing one's dreams.
5716020	5717660	Now dream analysis is something
5717660	5719580	for which you can find a lot of books out there.
5719580	5720580	There are a lot of theories.
5720580	5723020	There's also a lot of argument that perhaps dream analysis,
5723020	5724820	which has roots in Freudian psychology,
5724820	5728980	as well as other traditions is perhaps not accurate.
5728980	5730300	I don't think we want to consider
5730300	5732580	whether or not dream analysis is accurate.
5732580	5735020	Rather, I think we should just acknowledge
5735020	5736540	that when we are dreaming,
5736540	5738260	in particular the dreams that we have
5738260	5740220	toward the later part of our night,
5740220	5741340	which are the dreams associated
5741340	5742940	with rapid eye movement sleep
5742940	5745580	that tend to be very emotionally late in dreams
5745580	5748620	as compared to the dreams that we have earlier in the night.
5748620	5751260	Well, when we consider the content of those dreams,
5751260	5753140	even if we're not trying to interpret them,
5753140	5755540	it's very clear that those dreams reflect
5755540	5758100	the unconscious mind controlling more
5758100	5760380	of our internal dialogue
5760380	5762660	or what we are experiencing at that time.
5762660	5763660	Whereas when we are awake,
5763660	5766660	our conscious mind tends to take over more of the narrative,
5766660	5768660	the internal narrative and the control
5768660	5770260	of our feelings, thoughts and behaviors.
5770260	5771260	But as I mentioned before,
5771260	5774100	the unconscious mind is always exerting an influence
5774100	5776700	regardless of whether or not we are asleep or awake.
5776740	5779500	With that said, one way to explore the unconscious mind
5779500	5781620	and to begin to get a better understanding
5781620	5783060	about how it might be influencing
5783060	5785540	our waking states and behaviors
5785540	5789660	is to actually record and think about one's dreams.
5789660	5791900	Now, of course, some people remember their dreams
5791900	5794340	on a regular basis, other people don't.
5794340	5797340	Some people actually believe that they don't dream.
5797340	5799580	Studies out of sleep laboratories at Stanford,
5799580	5801580	University of Pennsylvania, Harvard and elsewhere
5801580	5804100	all generally agree that everybody dreams,
5804100	5806580	but not everybody remembers their dreams.
5806580	5810100	So if you're interested in tapping into an understanding
5810100	5812940	of what your dreams are telling you,
5812940	5815140	which is basically a way of saying
5815140	5819700	what your unconscious mind or dialogue consists of,
5819700	5822100	I highly recommend putting a journal.
5822100	5824580	So this would be any kind of paper and pen
5824580	5825900	or paper and pencil type journal.
5825900	5829140	And the idea is this, if you wake up
5829140	5832060	and you can remember your dream,
5832060	5834860	write down a few key bullet points from that dream.
5834860	5836700	If you feel you can write out the dream
5836700	5839060	in a very linear narrative, this happened,
5839060	5840140	then that happened, then this happened,
5840140	5840980	then that happened, great.
5840980	5843980	But most people find that their memory of their dream
5843980	5846020	is rather fragmentary.
5846020	5848940	Other people can't remember their dream,
5848940	5850580	or at least they wake up,
5850580	5852300	they feel like they were having a dream,
5852300	5855460	but they can't remember all of it or key components of it.
5855460	5858500	And for that, I suggest that you try keeping your body
5858500	5861780	completely still and closing your eyes once again.
5861780	5863700	We don't quite understand why this is,
5863700	5867380	but when you look at the literature on dream recollection,
5867380	5871020	it seems that by keeping one's body completely still
5871020	5873980	with eyes closed, we have better access
5873980	5876420	to whatever the contents of the dream
5876420	5878140	that just occurred were, okay?
5878140	5880260	So if you wake up and you can't remember your dreams,
5880260	5882740	try lying still for a few minutes
5882740	5885660	and keeping your eyes closed and seeing whether or not
5885660	5888060	that helps surface the content of that dream.
5888060	5890220	Other people find that they get up, they get out of bed,
5890220	5892460	and then sometime in the middle of the morning,
5892460	5893900	maybe even later in the day,
5893900	5895780	the contents of a dream will just come to them.
5895780	5896980	Well, if that happens, great.
5896980	5899900	I also highly recommend that you have a way to write down
5899900	5901900	the contents of that dream.
5901900	5903140	Now, what you're looking for
5903140	5905300	when you do this sort of tool or protocol,
5905300	5908620	I encourage you to be wary of any immediate interpretation
5908620	5911380	of, for instance, okay, animals in a dream mean children,
5911380	5912980	although they could.
5912980	5915420	There's not a lot of science that really supports that
5915420	5916700	as a firm statement.
5916700	5918900	And of course, there are books out there and podcasts
5918900	5920420	and a ton of information
5920420	5922060	trying to help you interpret your dreams.
5922060	5923460	And while some of that can be fun
5923460	5925580	and not all of it is entirely useless,
5925580	5927700	the goal here is not to interpret your dreams.
5927700	5929680	The goal here is to start recording
5929680	5931060	some of the key takeaways,
5931060	5933380	maybe even the entire narrative of the dreams
5933380	5935620	that you have just prior to waking
5935620	5937820	as a way to try and understand some of the themes
5937820	5942060	that are occurring and recurring in the dialogue
5942060	5944100	that exists within your unconscious mind.
5944100	5946220	So a key aspect of this tool is that
5946220	5948420	you're not going to take any one dream
5948420	5951140	as an enormously informative dream.
5951140	5954900	It might be, but more important in this particular tool
5954900	5957260	is to write down the themes of a particular dream
5957260	5959620	and then see whether or not those particular themes
5959620	5963580	resurface again and again across different nights
5963580	5965240	or across different dreams.
5965240	5969260	The idea here is that things that are repeating thematically
5969260	5972860	will show up as different components in different dreams,
5972860	5975500	but that by keeping a dream journal,
5975500	5978200	you can start to identify some of these patterns
5978200	5980940	that are occurring from one dream to the next
5980940	5983380	as opposed to having the same dream over and over.
5983380	5985660	But the point here is that you can explore the contents
5985660	5988140	and the themes, that's really the most important word here,
5988140	5991960	the themes of your unconscious mind that is occurring
5991960	5994540	if you start thinking about what's recurring
5994540	5996440	during your dreams, because dreams are a time
5996440	5999600	when your unconscious mind is dominating the narrative
5999600	6001280	within your mind and brain.
6001280	6002980	Now, for those of you that dream a lot
6002980	6004340	and remember your dreams,
6004340	6006740	as well as for those of you that do not,
6006740	6009960	I would also encourage you to explore the contents
6009960	6013820	of your thinking, that is thinking about your thinking
6013820	6015600	during so-called liminal states.
6015600	6017320	And the liminal state during which this can be
6017320	6020160	particularly useful is right upon waking.
6020160	6021600	So this is different than thinking about
6021600	6023340	what you were dreaming about.
6023340	6026760	This is about keeping your eyes closed and body still.
6026760	6029000	We do think that that's important for doing this well,
6029000	6030340	because once you start moving your body,
6030340	6031760	you open your eyes and you start bringing in
6031760	6033800	sensory experience for that day,
6033800	6036680	your mind dramatically shifts towards conscious processing.
6036680	6040280	But in that liminal state between sleeping and awake,
6040280	6041960	when you wake up and you're a little sleepy,
6041960	6043400	maybe you don't want to get out of bed,
6043400	6045880	and this happens to me all too often,
6045880	6048220	try closing your eyes and remaining perfectly still
6048220	6051360	for maybe one to three minutes, maybe five minutes,
6051360	6054360	and just pay attention to where your mind goes.
6054360	6056720	Now, you might fall back asleep, be mindful of that,
6056720	6059040	depending on what you need to do that morning.
6059040	6063080	But a lot of people will find that their mind goes into
6063080	6065840	this place that's neither sleep nor awake, right?
6065840	6068200	This is a state that very much resembles the state
6068200	6071280	people achieve in things like yoga nidra, yoga sleep,
6071280	6072680	or in non-sleep deep rest,
6072680	6075040	although it tends to be more dominated
6075040	6078080	by the unconscious mind, a little bit more sleep-like.
6078080	6080840	Now, some people find this practice to be difficult
6080840	6082440	because they're the sort of people that wake up
6082440	6084700	and they're just immediately ready to go.
6084700	6086680	Most people, however, myself included,
6086680	6088560	find that when they wake up,
6088560	6090200	the mind isn't completely alert yet,
6090200	6092000	and you can use that period,
6092000	6095560	again, just maybe two or three minutes, maybe five minutes,
6095560	6099980	to start to pay attention to the contents of your thinking,
6099980	6102760	see whether or not your thinking migrates from
6102760	6107760	something related to work or to relationship or to self
6108320	6109640	or to something you want to do
6109640	6113640	or something that you're anxious about and so on and so on.
6113640	6115520	And here too, you'll want to write this down.
6115520	6117380	So this is very much like the dream journaling
6117380	6118600	we just talked about,
6118600	6121400	but it's slightly easier for most people to access,
6121400	6123160	especially people who have a hard time
6123160	6124960	remembering their dreams.
6124960	6127440	And again, it's an opportunity to access
6127440	6129920	some of the contents of your unconscious mind,
6129920	6133360	to learn to look at and see what's going on
6133360	6136360	in your unconscious mind in a way that's very difficult,
6136360	6138040	if not impossible to do,
6138040	6140280	unless you're working with somebody who's very good
6140280	6142360	at accessing the unconscious,
6142360	6145120	such as a skilled psychiatrist or psychoanalyst,
6145120	6148880	and in that way, allowing you to do introspective work,
6148880	6152360	which is not structured in terms of thinking,
6152360	6153800	trying to think about like, what do I want?
6153800	6154960	What's going on?
6154960	6155800	Why did they do that?
6155800	6156920	Why did I react that way?
6156920	6157760	Nothing like that.
6157760	6160240	You're simply observing your mind
6160240	6163260	and seeing what's geysering up from the unconscious.
6163260	6165660	That is, you're getting a portal
6165660	6167660	into that portion of the iceberg
6167660	6170440	that resides below the surface of the water.
6170440	6172440	The next set of tools for exploring the self,
6172440	6174760	self-concept, et cetera,
6174760	6178120	from that four episode series with Dr. Conti is journaling.
6178120	6179520	I'm going to do an entire episode
6179520	6181560	of the Huberman Lab podcast about journaling.
6181560	6183400	And there are a lot of different kinds of journaling
6183400	6185760	and fortunately, there are a lot of great
6185760	6187800	peer-reviewed studies about the power of journaling
6187800	6189280	for processing all sorts of things
6189280	6191800	like emotional states, trauma, et cetera.
6191800	6194240	There are basically two categories of journaling
6194240	6197440	that are very useful to carry out on a consistent basis.
6197440	6199160	And when I say consistent basis,
6199160	6200200	that could mean every day,
6200200	6201440	or it could mean three times a week,
6201440	6203420	it could even be once a week.
6203420	6205320	There are really no hard and fast rules about this,
6205320	6207000	but when we think about journaling,
6207000	6208880	there are really two main styles of journaling.
6208880	6210960	One is going to be free associative journaling.
6210960	6214360	Sometimes people talk about this as a data dump, right?
6214360	6216600	Typically, people will talk about the data dump
6216600	6218120	as the morning notes,
6218120	6220360	which is when you wake up in the morning,
6220360	6221360	you've got a lot on your mind,
6221360	6222600	you can't organize your mind.
6222600	6225240	People who have a hard time structuring their thinking
6225240	6227580	and behavior often find this very useful,
6227580	6230360	which is to take out a journal or a piece of paper.
6230360	6231500	Again, this is just for you.
6231500	6233220	It's important that you realize
6233220	6236640	and really make sure that you're the only person
6236640	6237760	that's going to see these notes,
6237760	6240000	because a lot of people get into self-monitoring
6240000	6241280	when they're doing their journaling.
6241280	6243200	They're thinking about, well, how's this going to look?
6243200	6244180	Is my handwriting okay?
6244180	6245140	How's my punctuation?
6245140	6246360	What are people going to think?
6246360	6248120	Is this going to be a good book or not a good book?
6248120	6250680	Listen, none of this journaling that we're referring to
6250680	6254120	is about your book or your autobiography.
6254120	6256200	This is really just for you.
6256200	6257840	This is an exploration of yourself
6257840	6260600	that's designed to help you enhance your concept,
6260600	6262880	that is your understanding of self,
6262880	6266240	and indeed translates to better confidence,
6266240	6268320	better understanding of your goals and aspirations,
6268320	6270800	better understanding of your unhealthy patterns
6270800	6272560	and defenses and on and on.
6272560	6275280	And so again, the two styles of journaling
6275280	6276560	are free association.
6276560	6278080	So where you literally just write down
6278080	6279840	anything that comes to mind
6279840	6281360	or that you feel like writing down
6281360	6282680	within a given period of time.
6282680	6286220	For most people, 10 minutes is ample time to do that.
6286220	6287700	For some people, five will be enough.
6287700	6291080	And for some who have the time, maybe 30 minutes.
6291080	6293640	But for me, and I think for most people out there,
6293640	6295360	anywhere from five to 10 minutes
6295360	6297600	of this data dump free association,
6297600	6299240	it could be your anxieties, what you're thinking about,
6299240	6300240	what you're anxious about.
6300240	6303200	Really could be about anything that comes to mind.
6303200	6306720	And this free association process can be very useful
6306720	6309680	for clearing out the clutter, so to speak.
6309680	6312400	The other style of journaling that's equally useful,
6312400	6315720	but for different reasons, is structured journaling
6315720	6319420	to have a goal for a given entry on a given day.
6319420	6320680	And again, this could be done in the morning,
6320680	6322000	afternoon or night.
6322000	6325440	And the idea would be that you would set an intention,
6325440	6327960	and by intention, I mean a specific topic
6327960	6330120	that you're going to restrict your writing to.
6330120	6332560	And that writing should be about self,
6332560	6335420	in particular goals and aspirations.
6335420	6338440	What you've wanted in the past, yes,
6338440	6340880	but also what you want at present,
6340880	6343600	what you might want in the future for yourself.
6343600	6345880	These could of course be material things,
6345880	6349320	but in general, this is more about aspirations
6349320	6352580	of things that you would like to accomplish or generate.
6352580	6354160	And the key word there is generate.
6354160	6356120	And if you listen to the four episode series
6356120	6360080	with Dr. Conti, he talked about three drives
6360080	6361480	that exist in all of us.
6361480	6364240	These three drives are the aggressive drive,
6364240	6367200	the pleasure drive and the generative drive.
6367200	6368960	And we don't need to go into a lengthy description
6368960	6370360	about these drives right now.
6370360	6373260	If you're curious about them and what they represent
6373260	6376280	and how they can be in balance or out of balance
6376280	6378200	and how that serves us or doesn't serve us,
6378200	6379960	please check out that four episode series
6379960	6381840	with Dr. Conti, because he goes into that
6381840	6386120	in a fair amount of detail and also in an actionable way.
6386120	6389120	But the key thing here is that we're generative.
6389120	6391520	One of the things that I asked Dr. Conti at the outset
6391520	6394360	and throughout the entire series was,
6394360	6396160	what is mental health?
6396160	6398400	We talk about physical health and we have some idea
6398400	6400800	of what that represents, healthy blood pressure,
6400800	6403120	the ability to do certain forms of physical movement,
6403120	6404760	cognitive abilities.
6404760	6407480	I asked him, how can we define mental health?
6407480	6410200	And his answer was very straightforward and very powerful.
6410200	6414600	He said, what we all need to aspire to is to be in states,
6414600	6418800	that is in the verb actions of agency and gratitude
6418800	6421480	for as much of our waking life as possible.
6421480	6422560	Now that sounds great, right?
6422560	6424840	A sense of agency, the ability to exert influence
6424840	6427960	over our internal state and affect the world around us
6427960	6429880	in positive ways, positive relationships,
6429880	6431880	reach our goals, as well as gratitude,
6431880	6433320	being grateful for the opportunities
6433320	6435560	that we've been afforded, even grateful perhaps
6435560	6437320	for some of the challenges that we've been afforded
6437320	6439400	or that were selected for us
6439400	6441440	that we had no control over
6441440	6444440	and carrying that agency and gratitude forward
6444440	6446680	because it gives rise to a sense of peace,
6446680	6448280	contentment and delight.
6448280	6450440	So all of that sounds wonderful, right?
6450440	6453120	Be in agency and gratitude as a verb states,
6453120	6455440	experience peace, contentment and delight.
6455440	6456760	But Dr. Conti acknowledged,
6456760	6459200	and we spent a good amount of time discussing the fact
6459200	6461760	that doesn't happen just because we decide we want to.
6461760	6464480	In fact, agency and gratitude,
6464480	6466040	peace, contentment and delight,
6466040	6468720	guys are up from a whole set of other processes
6468720	6471560	that we have to engage in on a regular basis.
6471560	6474520	And that really gets us back to those three drives.
6474520	6476440	He talked about how people tend to have
6476440	6478200	more or less aggressive drive,
6478200	6480560	not just aggression in terms of violence,
6480560	6482000	although some people do have that,
6482000	6483880	but in terms of their determination
6483880	6486320	and their sort of leaning into friction,
6486320	6487760	even seeking out a friction.
6487760	6489400	People are on a continuum
6489400	6491000	with respect to the aggressive drive.
6491000	6492800	He also talked about the pleasure drive
6492800	6494600	and the fact that people are on a continuum
6494640	6498920	of the desire for pleasure to either be a hedonist
6498920	6501040	or somebody who really avoids pleasure
6501040	6502920	and kind of restricts pleasure from oneself.
6502920	6505240	And again, that these things can slide around
6505240	6507960	depending on our life circumstances, our age, et cetera,
6507960	6511960	but that it's very important that we have a sense
6511960	6515160	of where we are on that continuum of an aggressive drive
6515160	6516640	and a pleasure drive.
6516640	6519920	And here's the most important thing,
6519920	6522120	that our aggressive drive and pleasure drive
6522120	6525440	never outsize our generative drive.
6525440	6527680	And that engaging our generative drive
6527680	6529640	is really the hallmark of mental health
6529640	6532720	that leads to that sense of agency and gratitude,
6532720	6534320	peace, contentment and delight.
6534320	6537720	And he defined the generative drive in the following way.
6537720	6540240	He said, the generative drive is our desire to create,
6540240	6542880	build and contribute to the world in meaningful ways
6542880	6545440	and appreciate the process to get there.
6545440	6548320	It is the core feature of our mental health.
6548320	6550160	So if you want to learn more about the various drives
6550160	6551880	and how they interact and how to access
6551880	6554880	more generative drive, again, that's all contained
6554880	6557120	in the four episode series with Dr. Conti,
6557120	6559800	but taking us back to the tools and takeaways
6559800	6561600	from that four episode series,
6561600	6564400	the process of journaling in free association mode
6564400	6568280	or the process of journaling in a conscious structured way
6568280	6571760	is really about trying to access the generative drive
6571760	6574480	and to build up that generative drive.
6574480	6577200	And one of the key things about conscious journaling
6577200	6579280	is that it affords us the opportunity
6579280	6582800	in a way that's not going to be seen by anybody else
6582800	6586040	to really think about what our goals and aspirations are.
6586040	6587320	Now you might say, you know,
6587320	6589320	I can't even think about my goals and aspirations.
6589320	6590800	I don't know what I want.
6590800	6591640	Well, that's fine.
6591640	6593000	Then you should journal about that.
6593000	6596720	However, most people have some sense of what they would like,
6596720	6599640	but most people are simply not comfortable
6599640	6602920	with writing those things out or even thinking about them.
6602920	6605240	And if you reflect on that, how could it ever be
6605240	6607640	that you would achieve those goals and aspirations
6607640	6610280	if you're not even feeling comfortable enough
6610280	6612640	to think about them or write about them?
6612640	6614680	And so the process of thinking about
6614680	6617360	and writing about your goals and aspirations
6617360	6620320	is perhaps one of the key first steps
6620320	6623880	towards being able to actualize those goals and aspirations.
6623880	6626280	And for some people, this might be very easy to do.
6626280	6627320	You can simply write down, say,
6627320	6629240	I want to be married by this age,
6629240	6631000	and I want to make X amount of money,
6631000	6632480	and I want to live here or there.
6632480	6635200	And certainly those sorts of goals and aspirations
6635200	6637600	are perfectly valid for this type of exercise,
6638600	6640040	but so are the sorts of goals and aspirations
6640040	6641720	that relate to feeling states.
6641720	6644360	Like, yeah, I would like to feel part of a community.
6644360	6647120	I would like to feel like an active contributor
6647120	6648200	to a community.
6648200	6650240	And then the essential thing is to really flesh out
6650240	6652720	the detail around those goals and aspirations.
6652720	6654160	You know, what size community?
6654160	6656560	Where do you see yourself fitting into this community?
6656560	6659280	Are you doing this alongside other people or by yourself?
6659280	6662040	In other words, to really get comfortable thinking
6662040	6663960	about what your goals and aspirations are,
6663960	6667080	again, completely from the perspective of self
6667080	6669080	and that you are going to be the only person
6669080	6671200	to see this particular document.
6671200	6672640	Now, I will be the first to admit
6672640	6675160	that the exercise that I just described,
6675160	6676960	not the free association journaling,
6676960	6680200	but the structured journaling of goals and aspirations,
6680200	6684080	I and many people find to be difficult to initiate.
6684080	6685880	Difficult to initiate because there seems to be
6685880	6689000	a bit of internal anxiety and friction around doing it.
6689000	6692120	There seems to be something that keeps many, not all,
6692120	6696160	but many people from feeling as if they are even allowed
6696160	6698120	to think about their goals and aspirations
6698120	6700720	because many people default to, well, then, you know,
6700720	6702840	I'll just be disappointed because it's not going to work out.
6702840	6704920	I don't want to think about what I want
6704920	6706800	because then I'll just be more disappointed.
6706800	6709040	And that particular frame of mind was actually discussed
6709040	6710800	in the series with Dr. Conti.
6710800	6714240	And he convinced me, and he's the expert,
6714240	6717340	that the opposite is actually true.
6717340	6719600	When we are able to overcome some of our anxiety
6719600	6721840	and really think about in a dedicated way
6721840	6724200	what we would like to create for ourselves in our lives,
6724200	6725800	both present and future,
6725800	6727980	and keeping in mind our events of past
6727980	6731060	because we always carry that life narrative forward,
6731060	6733120	then we are in a far better place
6733120	6735340	to actualize those goals and aspirations.
6735340	6737720	And he explained a variety of reasons why that's the case
6737720	6739440	in his clinical observations
6739440	6741040	and some of the other observations
6741040	6742400	that really support that statement.
6742400	6745020	So I highly encourage you to think about embracing
6745020	6746060	a process of journaling.
6746060	6747720	Again, you don't have to do this every day.
6747720	6749280	The journaling and the dream analysis
6749280	6750660	take a little bit more time,
6750660	6752460	but they are oh so valuable
6752460	6754820	for better understanding oneself concept.
6754820	6759020	And they really thread forward into real everyday actions
6759020	6762100	that can positively enrich your mood and mental health.
6762100	6764300	Now, any description of science-based tools
6764300	6766620	for mood and mental health would be incomplete
6766620	6770380	without including some tools related to processing of traumas.
6770380	6773260	Now, the processing of traumas is something that,
6773260	6776900	especially in the case of major traumas or repeated traumas,
6776900	6778460	really should be carried out
6778460	6781620	in concert with a expert-trained clinician.
6781620	6783980	That is a psychologist or psychiatrist
6783980	6787780	who's trained in helping people work through traumas.
6787780	6789900	However, even if you're working with somebody
6789900	6791840	who's expert in processing trauma,
6791840	6795020	there are specific tools that you can use on your own
6795020	6797740	to accelerate that process.
6797740	6799540	And for people who are working through
6799540	6801980	what are sometimes called more minor traumas,
6801980	6804060	these are sometimes called big T, big traumas,
6804060	6805540	and little T, little traumas.
6805540	6808380	However, that nomenclature doesn't take into account
6808380	6811340	the fact that most of us can probably tell
6811340	6814300	what the big traumas are for ourselves and for others,
6814300	6815420	but sometimes it's hard to tell
6815420	6817140	whether or not those small traumas,
6817140	6819780	the little T traumas, actually are big T traumas.
6819780	6821900	So this is one of the major reasons
6821900	6823620	why working with a licensed professional
6823620	6825140	is really going to be advantageous
6825140	6827980	and in many cases necessary to work through trauma.
6827980	6831220	That said, the self-directed protocols
6831220	6833300	for working through trauma
6833300	6836220	have a lot to do with how we think about,
6836220	6838100	but more importantly at times,
6838100	6840340	how we talk about those traumas.
6840340	6842020	And Dr. Paul Conte talked about this,
6842020	6844220	not so much in the four episode series with us,
6844220	6846660	but in a particular podcast episode
6846660	6848780	that he did with Dr. Peter Attia,
6848780	6850460	who some of you are perhaps familiar with
6850460	6852820	for his incredible podcast, The Drive,
6852820	6855300	but also for his excellent book, Outlive,
6855300	6858860	which deals with health span and lifespan or longevity.
6858860	6860860	Now, in that particular conversation
6860860	6863340	with Dr. Conte and Dr. Attia,
6863340	6866780	Dr. Conte emphasized the fact that one of the ways
6866780	6868780	that we hold ourselves back
6868860	6872820	and indeed can exacerbate the negative consequences of trauma
6872820	6875700	are the ways in which we modify our language
6875700	6877420	to describe those traumas.
6877420	6879780	And what he said, which is so important,
6879780	6883300	is that oftentimes we don't allow ourselves
6883300	6887100	to use language that's as big as is necessary
6887100	6890300	to explain that trauma and the impact of that trauma
6890300	6892100	on us and on others.
6892100	6896500	In fact, many people start to relegate their language
6896500	6899100	to more passable in a given sentence
6899100	6901300	or passable in a given conversation.
6901300	6904260	Now, what we're not talking about here is the idea that,
6904260	6907020	okay, you know, screaming at somebody else about your trauma
6907020	6908940	or using a lot of four-letter words
6908940	6910340	is necessarily the best way
6910340	6911900	to process that trauma verbally.
6911900	6914820	However, we are talking about allowing oneself,
6914820	6917820	either in spoken form or in written form,
6917820	6920500	to really allow the magnitude of a given trauma
6920500	6924780	to be expressed with a fair degree of intensity
6924780	6928140	and language that can capture at least some
6928140	6931580	of what that trauma represented for us or for others.
6931580	6933660	Now, as Dr. Conte pointed out,
6933660	6935980	all too often we do the opposite.
6935980	6938860	What ends up happening is people will experience
6938860	6941260	some sort of trauma, either major or minor,
6941260	6943380	maybe single or repeated trauma,
6943380	6946540	and rather than being comfortable talking about it,
6946540	6949260	rather than using language that captures at least some
6949260	6952020	of the magnitude of that trauma for them,
6952020	6956220	people start to talk about that trauma less frequently.
6956220	6958460	They start to distract themselves
6958460	6960660	to think about other things instead of talking about
6960660	6962220	or thinking about that trauma.
6962220	6964860	And what happens is that trauma roots
6964860	6966420	into our unconscious mind
6966420	6969380	and starts to impact us in negative ways.
6969380	6973060	Now, those negative ways include increases in anxiety,
6973060	6974580	disruptions in sleep.
6974580	6977220	In fact, one of the common ways in which trauma manifests
6977220	6979500	in disruptions in sleep by way of rooting
6979500	6983660	into our unconscious is that people wake up at 2.30
6983660	6985300	or three o'clock in the morning,
6985300	6987660	let's just say after several hours of being asleep,
6987660	6990140	and immediately they're thinking about that thing
6990140	6992140	that happened and they're upset about it.
6992140	6994780	The idea is that when we push those traumas down,
6994780	6997780	when we don't talk about them with people that we trust,
6997780	6999980	when we don't have a way to consciously process
6999980	7004580	those traumas using language that at least partially matches
7004580	7008180	the magnitude of the impact of those traumas for us,
7008180	7011180	well, then those traumas impact our unconscious mind
7011180	7013260	in ways that lead our unconscious mind
7013260	7015340	to literally wake us up in the middle of the night
7015340	7016980	and remind us of that thing.
7016980	7018980	It's as if it's being thrown back in our face
7018980	7019900	over and over.
7019900	7022180	Also, sometimes traumas will root their way down
7022180	7024980	into our unconscious and then they will resurface
7024980	7028740	in the mode of compulsive or obsessive thinking
7028740	7031180	about that thing or perhaps other things.
7031180	7034700	Again, the unconscious mind has a interesting
7034700	7036820	and complicated number of different ways
7036820	7041820	that it defends us in ways that it can create denial,
7041820	7044580	distraction, that we might get hyper-focused on work
7044580	7046980	as a way to not think about the trauma
7046980	7049500	or hyper-focused on some details in our environment
7049500	7050980	and just really trying to focus on that
7050980	7053180	because it's much easier to process
7053180	7055220	and handle that than these traumas.
7055220	7057660	Again, the processing of trauma is a whole landscape
7057660	7062060	into itself that actually was beautifully described
7062060	7064660	in terms of how it arises within us
7064660	7068220	and how to process traumas in a really structured way
7068220	7071380	in a just fabulous book that was written by Dr. Conti
7071380	7073260	called The Invisible Epidemic,
7073260	7075660	How Trauma Works and How We Can Heal From It.
7075660	7077860	And in that book, Dr. Conti explains a number
7077860	7080340	of different ways that we can do self-directed work
7080340	7082540	as well as work with licensed professionals
7082540	7085100	to process traumas and help us move through those traumas
7085100	7088540	so that they are not negatively impacting us going forward.
7088540	7091060	So I really encourage anyone that's trying to process traumas
7091060	7094340	from the past and or present to check out Dr. Conti's book
7094340	7096300	because it's a spectacular resource.
7096300	7098700	But in terms of the tools related to processing trauma
7098700	7100620	that we're talking about right now,
7100620	7104100	I think this point about really making sure
7104100	7107620	that we allow ourselves to verbally process
7107620	7109740	and emotionally process that trauma
7109740	7113340	in a way that there's room for using language
7113340	7115940	that captures some of the magnitude of that trauma
7115940	7118460	and how it impacted us and others
7118460	7120340	is going to be very important
7120340	7122700	because otherwise what ends up happening
7122700	7126460	is that we tend to adopt feelings of guilt and shame
7126460	7129780	around those traumas simply by not talking about them,
7129780	7131140	by having them go inward.
7131140	7133540	And then they start to negatively impact
7133540	7135780	our unconscious mind and then our unconscious mind
7135780	7137260	tries to throw them up to the surface
7137260	7138900	for our conscious mind to recognize
7138900	7140740	by waking us up from sleep.
7140740	7144020	And in some cases, by leveraging those unhealthy defenses,
7144020	7147580	things like denial, things like the overindulgence
7147580	7149740	in alcohol, overindulgence of drugs,
7149740	7151580	ways to distract ourselves,
7151580	7153900	as well as projection and sublimation
7153900	7156020	and the other types of defenses
7156020	7158780	that Dr. Conti talked about in the four episode series.
7158780	7162620	Again, those defenses are not necessarily good or bad.
7162620	7164420	It depends on the circumstances.
7164420	7167180	The unconscious mind is not trying to harm us.
7167180	7169460	Your unconscious mind is part of you.
7169460	7170740	It is you.
7170740	7173140	But of course it is you acting in concert
7173140	7174260	with your conscious mind.
7174260	7176260	And so really the tools and protocols
7176260	7178740	from the four episode series with Dr. Conti
7178780	7182060	are aimed at helping you feel and access
7182060	7185260	more sense of agency and gratitude on a regular basis,
7185260	7187620	more peace, contentment and delight.
7187620	7191860	And doing so by touching into those different drives,
7191860	7193420	understanding what they are,
7193420	7195300	the aggressive drive, the pleasure drive,
7195300	7198060	and really making sure that your generative drive,
7198060	7200100	again, I love this description of the generative drive
7200100	7201660	so much so that I'm going to read it again,
7201660	7205500	because this is really what it means to be mentally healthy.
7205500	7207700	Again, the generative drive is our desire
7207700	7209660	to create, build and contribute to the world
